text,level,tag,url
 将找到的值乘以 2,0,"array, hash-table, simulation, sorting",https://leetcode.cn/problems/keep-multiplying-found-values-by-two/description
 分组得分最高的所有下标,1,array,https://leetcode.cn/problems/all-divisions-with-the-highest-score-of-a-binary-array/description
 每天绘制新区域的数量,2,"array, ordered-set, segment-tree",https://leetcode.cn/problems/amount-of-new-area-painted-each-day/description
 根据给定数字划分数组,1,"array, simulation, two-pointers",https://leetcode.cn/problems/partition-array-according-to-given-pivot/description
 删除元素后和的最小差值,2,"array, dynamic-programming, heap-priority-queue",https://leetcode.cn/problems/minimum-difference-in-sums-after-removal-of-elements/description
 对奇偶下标分别排序,0,"array, sorting",https://leetcode.cn/problems/sort-even-and-odd-indices-independently/description
 设计位集,1,"array, design, hash-table, string",https://leetcode.cn/problems/design-bitset/description
 使数组变成交替数组的最少操作数,1,"array, counting, greedy, hash-table",https://leetcode.cn/problems/minimum-operations-to-make-the-array-alternating/description
 拿出最少数目的魔法豆,1,"array, enumeration, greedy, prefix-sum, sorting",https://leetcode.cn/problems/removing-minimum-number-of-magic-beans/description
 数组的最大与和,2,"array, bit-manipulation, bitmask, dynamic-programming",https://leetcode.cn/problems/maximum-and-sum-of-array/description
 通过翻转行或列来去除所有的 1 II,1,"array, bit-manipulation, breadth-first-search, matrix",https://leetcode.cn/problems/remove-all-ones-with-row-and-column-flips-ii/description
 统计数组中相等且可以被整除的数对,0,array,https://leetcode.cn/problems/count-equal-and-divisible-pairs-in-an-array/description
 统计数组中好三元组数目,2,"array, binary-indexed-tree, binary-search, divide-and-conquer, merge-sort, ordered-set, segment-tree",https://leetcode.cn/problems/count-good-triplets-in-an-array/description
 统计可以被 K 整除的下标对数目,2,"array, math, number-theory",https://leetcode.cn/problems/count-array-pairs-divisible-by-k/description
 建造坚实的砖墙的方法数,1,"array, bit-manipulation, bitmask, dynamic-programming",https://leetcode.cn/problems/number-of-ways-to-build-sturdy-brick-wall/description
 统计包含给定前缀的字符串,0,"array, string-matching, string",https://leetcode.cn/problems/counting-words-with-a-given-prefix/description
 完成旅途的最少时间,1,"array, binary-search",https://leetcode.cn/problems/minimum-time-to-complete-trips/description
 完成比赛的最少时间,2,"array, dynamic-programming",https://leetcode.cn/problems/minimum-time-to-finish-the-race/description
 数组中紧跟 key 之后出现最频繁的数字,0,"array, counting, hash-table",https://leetcode.cn/problems/most-frequent-number-following-key-in-an-array/description
 将杂乱无章的数字排序,1,"array, sorting",https://leetcode.cn/problems/sort-the-jumbled-numbers/description
 向数组中追加 K 个整数,1,"array, greedy, math, sorting",https://leetcode.cn/problems/append-k-integers-with-minimal-sum/description
 根据描述创建二叉树,1,"array, binary-tree, hash-table, tree",https://leetcode.cn/problems/create-binary-tree-from-descriptions/description
 替换数组中的非互质数,2,"array, math, number-theory, stack",https://leetcode.cn/problems/replace-non-coprime-numbers-in-array/description
 找出数组中的所有 K 近邻下标,0,"array, two-pointers",https://leetcode.cn/problems/find-all-k-distant-indices-in-an-array/description
 统计可以提取的工件,1,"array, hash-table, simulation",https://leetcode.cn/problems/count-artifacts-that-can-be-extracted/description
 K 次操作后最大化顶端元素,1,"array, greedy",https://leetcode.cn/problems/maximize-the-topmost-element-after-k-moves/description
 将数组划分成相等数对,0,"array, bit-manipulation, counting, hash-table",https://leetcode.cn/problems/divide-array-into-equal-pairs/description
 将数组和减半的最少操作次数,1,"array, greedy, heap-priority-queue",https://leetcode.cn/problems/minimum-operations-to-halve-array-sum/description
 统计数组中峰和谷的数量,0,array,https://leetcode.cn/problems/count-hills-and-valleys-in-an-array/description
 射箭比赛中的最大得分,1,"array, backtracking, bit-manipulation, enumeration",https://leetcode.cn/problems/maximum-points-in-an-archery-competition/description
 由单个字符重复的最长子字符串,2,"array, ordered-set, segment-tree, string",https://leetcode.cn/problems/longest-substring-of-one-repeating-character/description
 通关游戏所需的最低生命值,1,"array, greedy",https://leetcode.cn/problems/minimum-health-to-beat-game/description
 找出两数组的不同,0,"array, hash-table",https://leetcode.cn/problems/find-the-difference-of-two-arrays/description
 美化数组的最少删除数,1,"array, greedy, stack",https://leetcode.cn/problems/minimum-deletions-to-make-array-beautiful/description
 找到指定长度的回文数,1,"array, math",https://leetcode.cn/problems/find-palindrome-with-fixed-length/description
 从栈中取出 K 个硬币的最大面值和,2,"array, dynamic-programming, prefix-sum",https://leetcode.cn/problems/maximum-value-of-k-coins-from-piles/description
 数组的最大总分,1,"array, prefix-sum",https://leetcode.cn/problems/maximum-sum-score-of-array/description
 数组的三角和,1,"array, combinatorics, math, simulation",https://leetcode.cn/problems/find-triangular-sum-of-an-array/description
 找出输掉零场或一场比赛的玩家,1,"array, counting, hash-table, sorting",https://leetcode.cn/problems/find-players-with-zero-or-one-losses/description
 每个小孩最多能分到多少糖果,1,"array, binary-search",https://leetcode.cn/problems/maximum-candies-allocated-to-k-children/description
 加密解密字符串,2,"array, design, hash-table, string, trie",https://leetcode.cn/problems/encrypt-and-decrypt-strings/description
 检查数组是否连贯,0,"array, hash-table, sorting",https://leetcode.cn/problems/check-if-an-array-is-consecutive/description
 K 次增加后的最大乘积,1,"array, greedy, heap-priority-queue",https://leetcode.cn/problems/maximum-product-after-k-increments/description
 花园的最大总美丽值,2,"array, binary-search, greedy, sorting, two-pointers",https://leetcode.cn/problems/maximum-total-beauty-of-the-gardens/description
 计算街道上满足所需亮度的位置数量,1,"array, prefix-sum",https://leetcode.cn/problems/count-positions-on-street-with-required-brightness/description
 找到最接近 0 的数字,0,array,https://leetcode.cn/problems/find-closest-number-to-zero/description
 设计一个 ATM 机器,1,"array, design, greedy",https://leetcode.cn/problems/design-an-atm-machine/description
 节点序列的最大得分,2,"array, enumeration, graph, sorting",https://leetcode.cn/problems/maximum-score-of-a-node-sequence/description
 完成所有任务需要的最少轮数,1,"array, counting, greedy, hash-table",https://leetcode.cn/problems/minimum-rounds-to-complete-all-tasks/description
 转角路径的乘积中最多能有几个尾随零,1,"array, matrix, prefix-sum",https://leetcode.cn/problems/maximum-trailing-zeros-in-a-cornered-path/description
 相邻字符不同的最长路径,2,"array, depth-first-search, graph, string, topological-sort, tree",https://leetcode.cn/problems/longest-path-with-different-adjacent-characters/description
 多个数组求交集,0,"array, counting, hash-table, sorting",https://leetcode.cn/problems/intersection-of-multiple-arrays/description
 统计圆内格点数目,1,"array, enumeration, geometry, hash-table, math",https://leetcode.cn/problems/count-lattice-points-inside-a-circle/description
 统计包含每个点的矩形数目,1,"array, binary-indexed-tree, binary-search, sorting",https://leetcode.cn/problems/count-number-of-rectangles-containing-each-point/description
 花期内花的数目,2,"array, binary-search, hash-table, ordered-set, prefix-sum, sorting",https://leetcode.cn/problems/number-of-flowers-in-full-bloom/description
 统计是给定字符串前缀的字符串数目,0,"array, string",https://leetcode.cn/problems/count-prefixes-of-a-given-string/description
 最小平均差,1,"array, prefix-sum",https://leetcode.cn/problems/minimum-average-difference/description
 统计网格图中没有被保卫的格子数,1,"array, matrix, simulation",https://leetcode.cn/problems/count-unguarded-cells-in-the-grid/description
 逃离火灾,2,"array, binary-search, breadth-first-search, matrix",https://leetcode.cn/problems/escape-the-spreading-fire/description
 必须拿起的最小连续卡牌数,1,"array, hash-table, sliding-window",https://leetcode.cn/problems/minimum-consecutive-cards-to-pick-up/description
 含最多 K 个可整除元素的子数组,1,"array, enumeration, hash-function, hash-table, rolling-hash, trie",https://leetcode.cn/problems/k-divisible-elements-subarrays/description
 检查是否有合法括号字符串路径,2,"array, dynamic-programming, matrix",https://leetcode.cn/problems/check-if-there-is-a-valid-parentheses-string-path/description
 分割数组的方案数,1,"array, prefix-sum",https://leetcode.cn/problems/number-of-ways-to-split-array/description
 毯子覆盖的最多白色砖块数,1,"array, binary-search, greedy, prefix-sum, sorting",https://leetcode.cn/problems/maximum-white-tiles-covered-by-a-carpet/description
 最大波动的子字符串,2,"array, dynamic-programming",https://leetcode.cn/problems/substring-with-largest-variance/description
 移除字母异位词后的结果数组,0,"array, hash-table, sorting, string",https://leetcode.cn/problems/find-resultant-array-after-removing-anagrams/description
 不含特殊楼层的最大连续楼层数,1,"array, sorting",https://leetcode.cn/problems/maximum-consecutive-floors-without-special-floors/description
 按位与结果大于零的最长组合,1,"array, bit-manipulation, counting, hash-table",https://leetcode.cn/problems/largest-combination-with-bitwise-and-greater-than-zero/description
 树中最接近路径的节点,2,"array, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/closest-node-to-path-in-tree/description
 装满石头的背包的最大数量,1,"array, greedy, sorting",https://leetcode.cn/problems/maximum-bags-with-full-capacity-of-rocks/description
 表示一个折线图的最少线段数,1,"array, geometry, math, number-theory, sorting",https://leetcode.cn/problems/minimum-lines-to-represent-a-line-chart/description
 巫师的总力量和,2,"array, monotonic-stack, prefix-sum, stack",https://leetcode.cn/problems/sum-of-total-strength-of-wizards/description
 在一个网格中可以看到的人数,1,"array, matrix, monotonic-stack, stack",https://leetcode.cn/problems/number-of-people-that-can-be-seen-in-a-grid/description
 最多单词数的发件人,1,"array, counting, hash-table, string",https://leetcode.cn/problems/sender-with-largest-word-count/description
 使数组按非递减顺序排列,1,"array, linked-list, monotonic-stack, stack",https://leetcode.cn/problems/steps-to-make-array-non-decreasing/description
 到达角落需要移除障碍物的最小数目,2,"array, breadth-first-search, graph, heap-priority-queue, matrix, shortest-path",https://leetcode.cn/problems/minimum-obstacle-removal-to-reach-corner/description
 最大股票收益,1,"array, dynamic-programming",https://leetcode.cn/problems/maximum-profit-from-trading-stocks/description
 极大极小游戏,0,"array, simulation",https://leetcode.cn/problems/min-max-game/description
 划分数组使最大差为 K,1,"array, greedy, sorting",https://leetcode.cn/problems/partition-array-such-that-maximum-difference-is-k/description
 替换数组中的元素,1,"array, hash-table, simulation",https://leetcode.cn/problems/replace-elements-in-an-array/description
 跳跃游戏 VIII,1,"array, dynamic-programming, graph, monotonic-stack, shortest-path, stack",https://leetcode.cn/problems/jump-game-viii/description
 咒语和药水的成功对数,1,"array, binary-search, sorting, two-pointers",https://leetcode.cn/problems/successful-pairs-of-spells-and-potions/description
 替换字符后匹配,2,"array, hash-table, string-matching, string",https://leetcode.cn/problems/match-substring-after-replacement/description
 统计得分小于 K 的子数组数目,2,"array, binary-search, prefix-sum, sliding-window",https://leetcode.cn/problems/count-subarrays-with-score-less-than-k/description
 计算应缴税款总额,0,"array, simulation",https://leetcode.cn/problems/calculate-amount-paid-in-taxes/description
 网格中的最小路径代价,1,"array, dynamic-programming, matrix",https://leetcode.cn/problems/minimum-path-cost-in-a-grid/description
 公平分发饼干,1,"array, backtracking, bit-manipulation, bitmask, dynamic-programming",https://leetcode.cn/problems/fair-distribution-of-cookies/description
 公司命名,2,"array, bit-manipulation, enumeration, hash-table, string",https://leetcode.cn/problems/naming-a-company/description
 检查方程中的矛盾之处,2,"array, depth-first-search, graph, union-find",https://leetcode.cn/problems/check-for-contradictions-in-equations/description
 卖木头块,2,"array, dynamic-programming, memoization",https://leetcode.cn/problems/selling-pieces-of-wood/description
 操作后的最大异或和,1,"array, bit-manipulation, math",https://leetcode.cn/problems/maximum-xor-after-operations/description
 判断矩阵是否是一个 X 矩阵,0,"array, matrix",https://leetcode.cn/problems/check-if-matrix-is-x-matrix/description
 拼接数组的最大分数,2,"array, dynamic-programming",https://leetcode.cn/problems/maximum-score-of-spliced-array/description
 从树中删除边的最小分数,2,"array, bit-manipulation, depth-first-search, tree",https://leetcode.cn/problems/minimum-score-after-removals-on-a-tree/description
 完成所有工作的最短时间 II,1,"array, greedy, sorting",https://leetcode.cn/problems/find-minimum-time-to-finish-all-jobs-ii/description
 螺旋矩阵 IV,1,"array, linked-list, matrix, simulation",https://leetcode.cn/problems/spiral-matrix-iv/description
 网格图中递增路径的数目,2,"array, breadth-first-search, depth-first-search, dynamic-programming, graph, matrix, memoization, topological-sort",https://leetcode.cn/problems/number-of-increasing-paths-in-a-grid/description
 坐上公交的最晚时间,1,"array, binary-search, sorting, two-pointers",https://leetcode.cn/problems/the-latest-time-to-catch-a-bus/description
 最小差值平方和,1,"array, binary-search, greedy, heap-priority-queue, sorting",https://leetcode.cn/problems/minimum-sum-of-squared-difference/description
 元素值大于变化阈值的子数组,2,"array, monotonic-stack, stack, union-find",https://leetcode.cn/problems/subarray-with-elements-greater-than-varying-threshold/description
 装满杯子需要的最短总时长,0,"array, greedy, heap-priority-queue, sorting",https://leetcode.cn/problems/minimum-amount-of-time-to-fill-cups/description
 生成有效数组的最少交换次数,1,"array, greedy",https://leetcode.cn/problems/minimum-adjacent-swaps-to-make-a-valid-array/description
 数组能形成多少数对,0,"array, counting, hash-table",https://leetcode.cn/problems/maximum-number-of-pairs-in-array/description
 数位和相等数对的最大和,1,"array, hash-table, heap-priority-queue, sorting",https://leetcode.cn/problems/max-sum-of-a-pair-with-equal-sum-of-digits/description
 裁剪数字后查询第 K 小的数字,1,"array, divide-and-conquer, heap-priority-queue, quickselect, radix-sort, sorting, string",https://leetcode.cn/problems/query-kth-smallest-trimmed-number/description
 使数组可以被整除的最少删除次数,2,"array, heap-priority-queue, math, number-theory, sorting",https://leetcode.cn/problems/minimum-deletions-to-make-array-divisible/description
 寻找可见山的数量,1,"array, monotonic-stack, sorting, stack",https://leetcode.cn/problems/finding-the-number-of-visible-mountains/description
 最好的扑克手牌,0,"array, counting, hash-table",https://leetcode.cn/problems/best-poker-hand/description
 全 0 子数组的数目,1,"array, math",https://leetcode.cn/problems/number-of-zero-filled-subarrays/description
 不可能得到的最短骰子序列,2,"array, greedy, hash-table",https://leetcode.cn/problems/shortest-impossible-sequence-of-rolls/description
 相等行列对,1,"array, hash-table, matrix, simulation",https://leetcode.cn/problems/equal-row-and-column-pairs/description
 优质数对的数目,2,"array, binary-search, bit-manipulation, hash-table",https://leetcode.cn/problems/number-of-excellent-pairs/description
 你能拿走的最大图书数量,2,"array, dynamic-programming, monotonic-stack, stack",https://leetcode.cn/problems/maximum-number-of-books-you-can-take/description
 使数组中所有元素都等于零,0,"array, greedy, hash-table, heap-priority-queue, simulation, sorting",https://leetcode.cn/problems/make-array-zero-by-subtracting-equal-amounts/description
 分组的最大数量,1,"array, binary-search, greedy, math",https://leetcode.cn/problems/maximum-number-of-groups-entering-a-competition/description
 乘坐火车路线的最少费用,2,"array, dynamic-programming",https://leetcode.cn/problems/minimum-costs-using-the-train-line/description
 合并相似的物品,0,"array, hash-table, ordered-set, sorting",https://leetcode.cn/problems/merge-similar-items/description
 统计坏数对的数目,1,"array, counting, hash-table, math",https://leetcode.cn/problems/count-number-of-bad-pairs/description
 任务调度器 II,1,"array, hash-table, simulation",https://leetcode.cn/problems/task-scheduler-ii/description
 将数组排序的最少替换次数,2,"array, greedy, math",https://leetcode.cn/problems/minimum-replacements-to-sort-the-array/description
 等差三元组的数目,0,"array, enumeration, hash-table, two-pointers",https://leetcode.cn/problems/number-of-arithmetic-triplets/description
 受限条件下可到达节点的数目,1,"array, breadth-first-search, depth-first-search, graph, hash-table, tree, union-find",https://leetcode.cn/problems/reachable-nodes-with-restrictions/description
 检查数组是否存在有效划分,1,"array, dynamic-programming",https://leetcode.cn/problems/check-if-there-is-a-valid-partition-for-the-array/description
 最小化网格中的最大值,2,"array, graph, matrix, sorting, topological-sort, union-find",https://leetcode.cn/problems/minimize-maximum-value-in-a-grid/description
 矩阵中的局部最大值,0,"array, matrix",https://leetcode.cn/problems/largest-local-values-in-a-matrix/description
 字母移位 II,1,"array, prefix-sum, string",https://leetcode.cn/problems/shifting-letters-ii/description
 删除操作后的最大子段和,2,"array, ordered-set, prefix-sum, union-find",https://leetcode.cn/problems/maximum-segment-sum-after-removals/description
 赢得比赛需要的最少训练时长,0,"array, greedy",https://leetcode.cn/problems/minimum-hours-of-training-to-win-a-competition/description
 找出数组的第 K 大和,2,"array, heap-priority-queue, sorting",https://leetcode.cn/problems/find-the-k-sum-of-an-array/description
 行排序矩阵的中位数,1,"array, binary-search, matrix",https://leetcode.cn/problems/median-of-a-row-wise-sorted-matrix/description
 和有限的最长子序列,0,"array, binary-search, greedy, prefix-sum, sorting",https://leetcode.cn/problems/longest-subsequence-with-limited-sum/description
 收集垃圾的最少总时间,1,"array, prefix-sum, string",https://leetcode.cn/problems/minimum-amount-of-time-to-collect-garbage/description
 给定条件下构造矩阵,2,"array, graph, matrix, topological-sort",https://leetcode.cn/problems/build-a-matrix-with-conditions/description
 严格递增的子数组个数,1,"array, dynamic-programming, math",https://leetcode.cn/problems/count-strictly-increasing-subarrays/description
 和相等的子数组,0,"array, hash-table",https://leetcode.cn/problems/find-subarrays-with-equal-sum/description
 被列覆盖的最多行数,1,"array, backtracking, bit-manipulation, enumeration, matrix",https://leetcode.cn/problems/maximum-rows-covered-by-columns/description
 预算内的最多机器人数目,2,"array, binary-search, heap-priority-queue, monotonic-queue, prefix-sum, queue, sliding-window",https://leetcode.cn/problems/maximum-number-of-robots-within-budget/description
 检查相同字母间的距离,0,"array, hash-table, string",https://leetcode.cn/problems/check-distances-between-same-letters/description
 最长优雅子数组,1,"array, bit-manipulation, sliding-window",https://leetcode.cn/problems/longest-nice-subarray/description
 会议室 III,2,"array, hash-table, heap-priority-queue, simulation, sorting",https://leetcode.cn/problems/meeting-rooms-iii/description
 杀死所有怪物的最短时间,2,"array, bit-manipulation, bitmask, dynamic-programming",https://leetcode.cn/problems/minimum-time-to-kill-all-monsters/description
 出现最频繁的偶数元素,0,"array, counting, hash-table",https://leetcode.cn/problems/most-frequent-even-element/description
 将区间分为最少组数,1,"array, greedy, heap-priority-queue, prefix-sum, sorting, two-pointers",https://leetcode.cn/problems/divide-intervals-into-minimum-number-of-groups/description
 最长递增子序列 II,2,"array, binary-indexed-tree, divide-and-conquer, dynamic-programming, monotonic-queue, queue, segment-tree",https://leetcode.cn/problems/longest-increasing-subsequence-ii/description
 设计 SQL,1,"array, design, hash-table, string",https://leetcode.cn/problems/design-sql/description
 运动员和训练师的最大匹配数,1,"array, greedy, sorting, two-pointers",https://leetcode.cn/problems/maximum-matching-of-players-with-trainers/description
 按位或最大的最小子数组长度,1,"array, binary-search, bit-manipulation, sliding-window",https://leetcode.cn/problems/smallest-subarrays-with-maximum-bitwise-or/description
 完成所有交易的初始最少钱数,2,"array, greedy, sorting",https://leetcode.cn/problems/minimum-money-required-before-transactions/description
 字符串的前缀分数和,2,"array, counting, string, trie",https://leetcode.cn/problems/sum-of-prefix-scores-of-strings/description
 按身高排序,0,"array, hash-table, sorting, string",https://leetcode.cn/problems/sort-the-people/description
 按位与最大的最长子数组,1,"array, bit-manipulation, brainteaser",https://leetcode.cn/problems/longest-subarray-with-maximum-bitwise-and/description
 找到所有好下标,1,"array, dynamic-programming, prefix-sum",https://leetcode.cn/problems/find-all-good-indices/description
 好路径的数目,2,"array, graph, hash-table, sorting, tree, union-find",https://leetcode.cn/problems/number-of-good-paths/description
 使用合并操作将数组转换为回文序列,1,"array, greedy, two-pointers",https://leetcode.cn/problems/merge-operations-to-turn-array-into-a-palindrome/description
 所有数对的异或和,1,"array, bit-manipulation, brainteaser",https://leetcode.cn/problems/bitwise-xor-of-all-pairings/description
 满足不等式的数对数目,2,"array, binary-indexed-tree, binary-search, divide-and-conquer, merge-sort, ordered-set, segment-tree",https://leetcode.cn/problems/number-of-pairs-satisfying-inequality/description
 沙漏的最大总和,1,"array, matrix, prefix-sum",https://leetcode.cn/problems/maximum-sum-of-an-hourglass/description
 最大限度地提高购买水果的口味,1,"array, dynamic-programming",https://leetcode.cn/problems/maximize-total-tastiness-of-purchased-fruits/description
 处理用时最长的那个任务的员工,0,array,https://leetcode.cn/problems/the-employee-that-worked-on-the-longest-task/description
 找出前缀异或的原始数组,1,"array, bit-manipulation",https://leetcode.cn/problems/find-the-original-array-of-prefix-xor/description
 矩阵中和能被 K 整除的路径,2,"array, dynamic-programming, matrix",https://leetcode.cn/problems/paths-in-matrix-whose-sum-is-divisible-by-k/description
 使子数组最大公约数大于一的最小分割数,1,"array, dynamic-programming, greedy, math, number-theory",https://leetcode.cn/problems/minimum-split-into-subarrays-with-gcd-greater-than-one/description
 二的幂数组中查询范围内的乘积,1,"array, bit-manipulation, prefix-sum",https://leetcode.cn/problems/range-product-queries-of-powers/description
 最小化数组中的最大值,1,"array, binary-search, dynamic-programming, greedy, prefix-sum",https://leetcode.cn/problems/minimize-maximum-of-array/description
 创建价值相同的连通块,2,"array, depth-first-search, enumeration, math, tree",https://leetcode.cn/problems/create-components-with-same-value/description
 与对应负数同时存在的最大正整数,0,"array, hash-table, sorting, two-pointers",https://leetcode.cn/problems/largest-positive-integer-that-exists-with-its-negative/description
 反转之后不同整数的数目,1,"array, counting, hash-table, math",https://leetcode.cn/problems/count-number-of-distinct-integers-after-reverse-operations/description
 统计定界子数组的数目,2,"array, monotonic-queue, queue, sliding-window",https://leetcode.cn/problems/count-subarrays-with-fixed-bounds/description
 判断两个事件是否存在冲突,0,"array, string",https://leetcode.cn/problems/determine-if-two-events-have-conflict/description
 最大公因数等于 K 的子数组数目,1,"array, math, number-theory",https://leetcode.cn/problems/number-of-subarrays-with-gcd-equal-to-k/description
 使数组相等的最小开销,2,"array, binary-search, greedy, prefix-sum, sorting",https://leetcode.cn/problems/minimum-cost-to-make-array-equal/description
 使数组相似的最少操作次数,2,"array, greedy, sorting",https://leetcode.cn/problems/minimum-number-of-operations-to-make-arrays-similar/description
 差值数组不同的字符串,0,"array, hash-table, string",https://leetcode.cn/problems/odd-string-difference/description
 距离字典两次编辑以内的单词,1,"array, string",https://leetcode.cn/problems/words-within-two-edits-of-dictionary/description
 摧毁一系列目标,1,"array, counting, hash-table",https://leetcode.cn/problems/destroy-sequential-targets/description
 下一个更大元素 IV,2,"array, binary-search, heap-priority-queue, monotonic-stack, sorting, stack",https://leetcode.cn/problems/next-greater-element-iv/description
 可被三整除的偶数的平均值,0,"array, math",https://leetcode.cn/problems/average-value-of-even-numbers-that-are-divisible-by-three/description
 最流行的视频创作者,1,"array, hash-table, heap-priority-queue, sorting, string",https://leetcode.cn/problems/most-popular-video-creator/description
 移除子树后的二叉树高度,2,"array, binary-tree, breadth-first-search, depth-first-search, tree",https://leetcode.cn/problems/height-of-binary-tree-after-subtree-removal-queries/description
 通过移动项目到空白区域来排序数组,2,"array, greedy, sorting",https://leetcode.cn/problems/sort-array-by-moving-items-to-empty-space/description
 对数组执行操作,0,"array, simulation, two-pointers",https://leetcode.cn/problems/apply-operations-to-an-array/description
 长度为 K 子数组中的最大和,1,"array, hash-table, sliding-window",https://leetcode.cn/problems/maximum-sum-of-distinct-subarrays-with-length-k/description
 雇佣 K 位工人的总代价,1,"array, heap-priority-queue, simulation, two-pointers",https://leetcode.cn/problems/total-cost-to-hire-k-workers/description
 最小移动总距离,2,"array, dynamic-programming, sorting",https://leetcode.cn/problems/minimum-total-distance-traveled/description
 有效分割中的最少子数组数目,1,"array, dynamic-programming, math, number-theory",https://leetcode.cn/problems/minimum-subarrays-in-a-valid-split/description
 不同的平均值数目,0,"array, hash-table, sorting, two-pointers",https://leetcode.cn/problems/number-of-distinct-averages/description
 树上最大得分和路径,1,"array, breadth-first-search, depth-first-search, graph, tree",https://leetcode.cn/problems/most-profitable-path-in-a-tree/description
 最小公倍数等于 K 的子数组数目,1,"array, math, number-theory",https://leetcode.cn/problems/number-of-subarrays-with-lcm-equal-to-k/description
 购买苹果的最低成本,1,"array, graph, heap-priority-queue, shortest-path",https://leetcode.cn/problems/minimum-cost-to-buy-apples/description
 数组中不等三元组的数目,0,"array, hash-table, sorting",https://leetcode.cn/problems/number-of-unequal-triplets-in-array/description
 二叉搜索树最近节点查询,1,"array, binary-search-tree, binary-search, binary-tree, depth-first-search, tree",https://leetcode.cn/problems/closest-nodes-queries-in-a-binary-search-tree/description
 行和列中一和零的差值,1,"array, matrix, simulation",https://leetcode.cn/problems/difference-between-ones-and-zeros-in-row-and-column/description
 统计中位数为 K 的子数组,2,"array, hash-table, prefix-sum",https://leetcode.cn/problems/count-subarrays-with-median-k/description
 划分技能点相等的团队,1,"array, hash-table, sorting, two-pointers",https://leetcode.cn/problems/divide-players-into-teams-of-equal-skill/description
 乘积为偶数的子数组数,1,"array, dynamic-programming, math",https://leetcode.cn/problems/number-of-subarrays-having-even-product/description
 数组中字符串的最大值,0,"array, string",https://leetcode.cn/problems/maximum-value-of-a-string-in-an-array/description
 图中最大星和,1,"array, graph, greedy, heap-priority-queue, sorting",https://leetcode.cn/problems/maximum-star-sum-of-a-graph/description
 青蛙过河 II,1,"array, binary-search, greedy",https://leetcode.cn/problems/frog-jump-ii/description
 让数组不相等的最小总代价,2,"array, counting, greedy, hash-table",https://leetcode.cn/problems/minimum-total-cost-to-make-arrays-unequal/description
 删除每行中的最大值,0,"array, heap-priority-queue, matrix, simulation, sorting",https://leetcode.cn/problems/delete-greatest-value-in-each-row/description
 数组中最长的方波,1,"array, binary-search, dynamic-programming, hash-table, sorting",https://leetcode.cn/problems/longest-square-streak-in-an-array/description
 设计内存分配器,1,"array, design, hash-table, simulation",https://leetcode.cn/problems/design-memory-allocator/description
 矩阵查询可获得的最大分数,2,"array, breadth-first-search, heap-priority-queue, matrix, sorting, two-pointers, union-find",https://leetcode.cn/problems/maximum-number-of-points-from-grid-queries/description
 所有子序列和的按位或,1,"array, bit-manipulation, brainteaser, math",https://leetcode.cn/problems/bitwise-or-of-all-subsequence-sums/description
 统计相似字符串对的数目,0,"array, bit-manipulation, counting, hash-table, string",https://leetcode.cn/problems/count-pairs-of-similar-strings/description
 查询树中环的长度,2,"array, binary-tree, tree",https://leetcode.cn/problems/cycle-length-queries-in-a-tree/description
 检查是否有路径经过相同数量的 0 和 1,1,"array, dynamic-programming, matrix",https://leetcode.cn/problems/check-if-there-is-a-path-with-equal-number-of-0s-and-1s/description
 最多可以摧毁的敌人城堡数目,0,"array, two-pointers",https://leetcode.cn/problems/maximum-enemy-forts-that-can-be-captured/description
 奖励最顶尖的 K 名学生,1,"array, hash-table, heap-priority-queue, sorting, string",https://leetcode.cn/problems/reward-top-k-students/description
 到目标字符串的最短距离,0,"array, string",https://leetcode.cn/problems/shortest-distance-to-target-string-in-a-circular-array/description
 礼盒的最大甜蜜度,1,"array, binary-search, greedy, sorting",https://leetcode.cn/problems/maximum-tastiness-of-candy-basket/description
 好分区的数目,2,"array, dynamic-programming",https://leetcode.cn/problems/number-of-great-partitions/description
 统计 K-Big 索引的数量,2,"array, binary-indexed-tree, binary-search, divide-and-conquer, merge-sort, ordered-set, segment-tree",https://leetcode.cn/problems/count-the-number-of-k-big-indices/description
 数组乘积中的不同质因数数目,1,"array, hash-table, math, number-theory",https://leetcode.cn/problems/distinct-prime-factors-of-product-of-array/description
 子数组的最大频率分数,2,"array, hash-table, math, sliding-window, stack",https://leetcode.cn/problems/maximum-frequency-score-of-a-subarray/description
 查询数组异或美丽值,1,"array, bit-manipulation, math",https://leetcode.cn/problems/find-xor-beauty-of-array/description
 最大化城市的最小电量,2,"array, binary-search, greedy, prefix-sum, queue, sliding-window",https://leetcode.cn/problems/maximize-the-minimum-powered-city/description
 正整数和负整数的最大计数,0,"array, binary-search, counting",https://leetcode.cn/problems/maximum-count-of-positive-integer-and-negative-integer/description
 执行 K 次操作后的最大分数,1,"array, greedy, heap-priority-queue",https://leetcode.cn/problems/maximal-score-after-applying-k-operations/description
 过桥的时间,2,"array, heap-priority-queue, simulation",https://leetcode.cn/problems/time-to-cross-a-bridge/description
 通过门的时间,2,"array, queue, simulation",https://leetcode.cn/problems/time-taken-to-cross-the-door/description
 数组元素和与数字和的绝对差,0,"array, math",https://leetcode.cn/problems/difference-between-element-sum-and-digit-sum-of-an-array/description
 子矩阵元素加 1,1,"array, matrix, prefix-sum",https://leetcode.cn/problems/increment-submatrices-by-one/description
